English,Hindi,Gadhwali,
I,मैं,मै,
am,हूँ,च,
river,नदी,नदी
tree,पेड़,रूख
flower,फूल,फूल
house,घर,घर
road,सड़क,सड़क
city,शहर,शहर
village,गाँव,गाँव
country,देश,देश
world,दुनिया,दुनिया
friend,दोस्त,मित्र
family,परिवार,परिवार
mother,माँ,आमा
father,पिता,बाबू
sister,बहन,भैणी
brother,भाई,भै
son,बेटा,छोरु
daughter,बेटी,छोरी
man,आदमी,मनुख
woman,महिला,जनी
child,बच्चा,बालक
food,भोजन,खाणु
clothes,कपड़े,कपड़ा
money,पैसा,पैसा
book,किताब,किताब
pen,कलम,कलम
paper,कागज,कागज
car,गाड़ी,गाड़ी
bike,मोटरसाइकिल,मोटरसाइकिल
phone,फ़ोन,फ़ोन
computer,कंप्यूटर,कंप्यूटर
table,मेज,मेज
chair,कुर्सी,कुर्सी
door,दरवाजा,दरवाजा
window,खिड़की,खिड़की
wall,दीवार,दीवार
roof,छत,छत
floor,फर्श,फर्श
key,चाबी,चाबी
lock,ताला,ताला
light,रोशनी,रोशनी
dark,अंधेरा,अंधेरु
heat,गर्मी,गर्मी
cold,ठंड,ठंड
wind,हवा,हवा
rain,बारिश,बरखा
snow,बर्फ,बर्फ
sun,सूरज,सूरज
moon,चाँद,चाँद
star,तारा,तारा
animal,जानवर,जंतु
bird,पक्षी,पक्षी
fish,मछली,माछी
insect,कीड़ा,कीड़ा
plant,पौधा,पौधा
fruit,फल,फल
vegetable,सब्जी,सब्जी
meat,मांस,मांस
bread,रोटी,रोटी
rice,चावल,चावल
milk,दूध,दूध
sugar,चीनी,चीनी
salt,नमक,नमक
spice,मसाला,मसाला
taste,स्वाद,स्वाद
smell,गंध,गंध
color,रंग,रंग
shape,आकार,आकार
size,आकार,आकार
number,संख्या,संख्या
letter,अक्षर,अक्षर
word,शब्द,शब्द
sentence,वाक्य,वाक्य
story,कहानी,कथा
song,गीत,गीत
music,संगीत,संगीत
dance,नृत्य,नृत्य
art,कला,कला
picture,चित्र,चित्र
game,खेल,खेल
sport,खेल,खेल
travel,यात्रा,यात्रा
adventure,साहसिक कार्य,साहसिक कार्य
nature,प्रकृति,प्रकृति
science,विज्ञान,विज्ञान
history,इतिहास,इतिहास
math,गणित,गणित
because,क्योंकि,किलेकी
work,काम,काम
no,नहीं,नी
do,करना,करी
learn,सीखना,सिखणु
teach,सिखाना,सिखौण
ask,पूछना,पुछण
answer,उत्तर देना,जवाब देण
find,खोजना,ढूंढण
lose,खोना,ख्वैण
buy,खरीदना,खरिदणु
sell,बेचना,बेचणु
give,देना,देण
take,लेना,लेण
open,खोलना,खुलणु
close,बंद करना,बंद करणु
start,शुरू करना,शुरु करणु
finish,समाप्त करना,समाप्त करणु
love,प्यार करना,प्यार करणु
hate,नफरत करना,नफरत करणु
remember,याद रखना,याद रखणु
forget,भूल जाना,भुलि जांणु
win,जीतना,जितणु
lose(game),हारना,हारणु
push,धक्का देना,धकेलणु
pull,खींचना,खिचणु
laugh,हँसना,हंसणु
cry,रोना,रौणु
arrive,पहुँचना,पुजणु
depart,प्रस्थान करना,जांणु
build,बनाना,बणौण
destroy,नष्ट करना,नष्ट करणु
repair,मरम्मत करना,मरम्मत करणु
break,तोड़ना,तोड़णु
fix,ठीक करना,ठीक करणु
agree,सहमत होना,सहमत होणु
disagree,असहमत होना,असहमत होणु
believe,विश्वास करना,विश्वास करणु
doubt,संदेह करना,संदेह करणु
choose,चुनना,चुनणु
refuse,मना करना,मना करणु
accept,स्वीकार करना,स्वीकार करणु
reject,अस्वीकार करना,अस्वीकार करणु
add,जोड़ना,जोड़णु
subtract,घटाना,घटाणु
multiply,गुणा करना,गुणा करणु
divide,भाग देना,भाग देणु
increase,बढ़ाना,बढ़ौणु
decrease,घटाना,घटाणु
protect,रक्षा करना,रक्ष करणु
attack,हमला करना,हमला करणु
save,बचाना,बचौणु
waste,बर्बाद करना,बर्बाद करणु
earn,कमाना,कमाणु
spend,खर्च करना,खर्च करणु
lend,उधार देना,उधार देणु
borrow,उधार लेना,उधार लेणु
fill,भरना,भरणु
empty,खाली करना,खाली करणु
tie,बांधना,बांधणु
untie,खोलना,खुलणु
mix,मिलाना,मिलौणु
separate,अलग करना,अलग करणु
agree,राजी होना,राजी होणु
disagree,असहमत होना,असहमत होणु
permit,अनुमति देना,अनुमति देणु
forbid,मना करना,मना करणु
allow,अनुमति देना,अनुमति देणु
prohibit,निषेध करना,निषेध करणु
support,समर्थन करना,समर्थन करणु
oppose,विरोध करना,विरोध करणु
invite,आमंत्रित करना,आमंत्रित करणु
reject(person),अस्वीकार करना,अस्वीकार करणु
prefer,पसंद करना,पसंद करणु
detest,घृणा करना,घृणा करणु
create,निर्माण करना,निर्माण करणु
destroy(object),नष्ट करना,नष्ट करणु
improve,सुधारना,सुधारणु
worsen,बदतर करना,बदतर करणु
strengthen,मजबूत करना,मजबूत करणु
weaken,कमजोर करना,कमजोर करणु
expand,विस्तार करना,विस्तार करणु
contract,संविदा करना,संविदा करणु
include,शामिल करना,शामिल करणु
exclude,बहिष्कृत करना,बहिष्कृत करणु
connect,जोड़ना,जोड़णु
disconnect,अलग करना,अलग करणु
arrive,पहुँचना,पुजणु
depart,प्रस्थान करना,जांणु
begin,शुरू करना,शुरु करणु
end,समाप्त करना,समाप्त करणु
rise,उठना,उठणु
fall,गिरना,गिरणु
grow,बढ़ना,बढ़णु
shrink,सिकुड़ना,सिकुड़णु
enter,प्रवेश करना,भितर आण
exit,बाहर निकलना,बाहर निकलणु
advance,आगे बढ़ना,अगाड़ी बढ़णु
retreat,पीछे हटना,पीछे हटणु
ascend,चढ़ना,चढ़णु
descend,उतरना,उतरणु
increase,बढ़ाना,बढ़ौणु
decrease,घटाना,घटाणु
light,प्रकाशित करना,उज्याळ करणु
darken,अंधेरा करना,अंधेरु करणु
harden,कठोर करना,कठोर करणु
soften,नरम करना,नरम करणु
widen,चौड़ा करना,चौड़ु करणु
narrow,संकीर्ण करना,संकीर्ण करणु
lengthen,लंबा करना,लम्बू करणु
shorten,छोटा करना,छुटु करणु
deepen,गहरा करना,गहिरु करणु
shallow,उथला करना,उथला करणु
quicken,तेज करना,तेज करणु
slow,धीमा करना,धीरु करणु
strengthen,मजबूत करना,मजबूत करणु
weaken,कमजोर करना,कमजोर करणु
expand,विस्तार करना,विस्तार करणु
contract,संविदा करना,संविदा करणु
include,शामिल करना,शामिल करणु
exclude,बहिष्कृत करना,बहिष्कृत करणु
connect,जोड़ना,जोड़णु
disconnect,अलग करना,अलग करणु
tighten,कसना,कसणु
loosen,ढीला करना,ढीला करणु
straighten,सीधा करना,सीधु करणु
bend,मोड़ना,मोड़णु
clean,साफ करना,साफ करणु
dirty,गंदा करना,गंदु करणु
wet,गीला करना,गीला करणु
dry,सुखाना,सुखाणु
cool,ठंडा करना,ठंडु करणु
warm,गर्म करना,गर्म करणु
freeze,जमाना,जमाणु
melt,पिघलना,पिघलणु
boil,उबालना,उबालणु
burn,जलाना,जलाणु
cook,पकाना,पकाणु
eat,खाना,खांणु
drink,पीना,प्यणु
smell,सूंघना,सूंघणु
listen,सुनना,सुणणु
touch,छूना,छुण
feel,महसूस करना,महसूस करणु
taste,स्वाद लेना,स्वाद लेणु
see,देखना,देखणु
hear,सुनना,सुणणु
think,सोचना,सोचणु
know,जानना,जांणणु
understand,समझना,बूजणु
remember,याद रखना,याद रखणु
forget,भूलना,भुलणु
believe,विश्वास करना,विश्वास करणु
doubt,संदेह करना,संदेह करणु
decide,फैसला करना,फैसला करणु
choose,चुनना,चुनणु
hope,आशा करना,आशा करणु
fear,डरना,डरणु
want,चाहना,चाहणु
need,जरूरत होना,जरूरत होणु
like,पसंद करना,पसंद करणु
dislike,नापसंद करना,नापसंद करणु
love,प्यार करना,प्यार करणु
hate,नफरत करना,नफरत करणु
prefer,पसंद करना,पसंद करणु
refuse,मना करना,मना करणु
accept,स्वीकार करना,स्वीकार करणु
reject,अस्वीकार करना,अस्वीकार करणु
agree,सहमत होना,सहमत होणु
disagree,असहमत होना,असहमत होणु
permit,अनुमति देना,अनुमति देणु
forbid,मना करना,मना करणु
allow,अनुमति देना,अनुमति देणु
prohibit,निषेध करना,निषेध करणु
support,समर्थन करना,समर्थन करणु
oppose,विरोध करना,विरोध करणु
invite,आमंत्रित करना,आमंत्रित करणु
reject(person),अस्वीकार करना,अस्वीकार करणु
create,निर्माण करना,निर्माण करणु
destroy(object),नष्ट करना,नष्ट करणु
improve,सुधारना,सुधारणु
worsen,बदतर करना,बदतर करणु
speak,बोलना,बोलणु
listen,सुनना,सुणणु
write,लिखना,लिखणु
read,पढ़ना,पढ़णु
sing,गाना,गौणु
dance,नाचना,नाचणु
play,खेलना,खेलणु
work,काम करना,कम करणु
rest,आराम करना,आराम करणु
travel,यात्रा करना,यात्रा करणु
arrive,पहुँचना,पुजणु
depart,प्रस्थान करना,जांणु
begin,शुरू करना,शुरु करणु
end,समाप्त करना,समाप्त करणु
rise,उठना,उठणु
fall,गिरना,गिरणु
grow,बढ़ना,बढ़णु
shrink,सिकुड़ना,सिकुड़णु
enter,प्रवेश करना,भितर आण
exit,बाहर निकलना,बाहर निकलणु
advance,आगे बढ़ना,अगाड़ी बढ़णु
retreat,पीछे हटना,पीछे हटणु
ascend,चढ़ना,चढ़णु
descend,उतरना,उतरणु
increase,बढ़ाना,बढ़ौणु
decrease,घटाना,घटाणु
light,प्रकाशित करना,उज्याळ करणु
darken,अंधेरा करना,अंधेरु करणु
harden,कठोर करना,कठोर करणु
soften,नरम करना,नरम करणु
widen,चौड़ा करना,चौड़ु करणु
narrow,संकीर्ण करना,संकीर्ण करणु
lengthen,लंबा करना,लम्बू करणु
shorten,छोटा करना,छुटु करणु
deepen,गहरा करना,गहिरु करणु
shallow,उथला करना,उथला करणु
quicken,तेज करना,तेज करणु
slow,धीमा करना,धीरु करणु
strengthen,मजबूत करना,मजबूत करणु
weaken,कमजोर करना,कमजोर करणु
expand,विस्तार करना,विस्तार करणु
contract,संविदा करना,संविदा करणु
include,शामिल करना,शामिल करणु
exclude,बहिष्कृत करना,बहिष्कृत करणु
connect,जोड़ना,जोड़णु
disconnect,अलग करना,अलग करणु
tighten,कसना,कसणु
loosen,ढीला करना,ढीला करणु
straighten,सीधा करना,सीधु करणु
bend,मोड़ना,मोड़णु
clean,साफ करना,साफ करणु
dirty,गंदा करना,गंदु करणु
wet,गीला करना,गीला करणु
dry,सुखाना,सुखाणु
cool,ठंडा करना,ठंडु करणु
warm,गर्म करना,गर्म करणु
freeze,जमाना,जमाणु
melt,पिघलना,पिघलणु
boil,उबालना,उबालणु
burn,जलाना,जलाणु
cook,पकाना,पकाणु
eat,खाना,खांणु
drink,पीना,प्यणु
smell,सूंघना,सूंघणु
listen,सुनना,सुणणु
touch,छूना,छुण
feel,महसूस करना,महसूस करणु
taste,स्वाद लेना,स्वाद लेणु
see,देखना,देखणु
hear,सुनना,सुणणु
think,सोचना,सोचणु
know,जानना,जांणणु
understand,समझना,बूजणु
remember,याद रखना,याद रखणु
forget,भूलना,भुलणु
believe,विश्वास करना,विश्वास करणु
doubt,संदेह करना,संदेह करणु
decide,फैसला करना,फैसला करणु
choose,चुनना,चुनणु
hope,आशा करना,आशा करणु
fear,डरना,डरणु
want,चाहना,चाहणु
need,जरूरत होना,जरूरत होणु
like,पसंद करना,पसंद करणु
dislike,नापसंद करना,नापसंद करणु
love,प्यार करना,प्यार करणु
hate,नफरत करना,नफरत करणु
prefer,पसंद करना,पसंद करणु
refuse,मना करना,मना करणु
accept,स्वीकार करना,स्वीकार करणु
reject,अस्वीकार करना,अस्वीकार करणु
agree,सहमत होना,सहमत होणु
disagree,असहमत होना,असहमत होणु
permit,अनुमति देना,अनुमति देणु
forbid,मना करना,मना करणु
allow,अनुमति देना,अनुमति देणु
prohibit,निषेध करना,निषेध करणु
support,समर्थन करना,समर्थन करणु
oppose,विरोध करना,विरोध करणु
invite,आमंत्रित करना,आमंत्रित करणु
reject(person),अस्वीकार करना,अस्वीकार करणु
create,निर्माण करना,निर्माण करणु
destroy(object),नष्ट करना,नष्ट करणु
improve,सुधारना,सुधारणु
worsen,बदतर करना,बदतर करणु
observe,निरीक्षण करना,निरीक्षण करणु
examine,जांच करना,जांच करणु
analyze,विश्लेषण करना,विश्लेषण करणु
evaluate,मूल्यांकन करना,मूल्यांकन करणु
calculate,गणना करना,गणना करणु
measure,मापना,मापणु
compare,तुलना करना,तुलना करणु
contrast,विपरीत करना,विपरीत करणु
classify,वर्गीकृत करना,वर्गीकृत करणु
organize,व्यवस्थित करना,व्यवस्थित करणु
arrange,व्यवस्था करना,व्यवस्था करणु
assemble,इकट्ठा करना,इकट्ठा करणु
construct,निर्माण करना,निर्माण करणु
design,डिजाइन करना,डिजाइन करणु
create,बनाना,बणौण
invent,आविष्कार करना,आविष्कार करणु
discover,खोज करना,खोज करणु
explore,अन्वेषण करना,अन्वेषण करणु
research,अनुसंधान करना,अनुसंधान करणु
investigate,जांच करना,जांच करणु
experiment,प्रयोग करना,प्रयोग करणु
demonstrate,प्रदर्शन करना,प्रदर्शन करणु
prove,साबित करना,साबित करणु
confirm,पुष्टि करना,पुष्टि करणु
verify,सत्यापित करना,सत्यापित करणु
validate,मान्य करना,मान्य करणु
justify,औचित्य साबित करना,औचित्य साबित करणु
defend,बचाव करना,बचाव करणु
argue,तर्क करना,तर्क करणु
debate,बहस करना,बहस करणु
discuss,चर्चा करना,चर्चा करणु
negotiate,बातचीत करना,बातचीत करणु
mediate,मध्यस्थता करना,मध्यस्थता करणु
resolve,हल करना,हल करणु
settle,निपटान करना,निपटान करणु
reconcile,मेल मिलाप करना,मेल मिलाप करणु
forgive,माफ़ करना,माफ़ करणु
apologize,माफ़ी मांगना,माफ़ी मांगणु
compensate,मुआवजा देना,मुआवजा देणु
reward,पुरस्कार देना,पुरस्कार देणु
punish,सजा देना,सजा देणु
control,नियंत्रण करना,नियंत्रण करणु
manage,प्रबंधन करना,प्रबंधन करणु
direct,निर्देश देना,निर्देश देणु
guide,मार्गदर्शन करना,मार्गदर्शन करणु
advise,सलाह देना,सलाह देणु
recommend,सिफारिश करना,सिफारिश करणु
suggest,सुझाव देना,सुझाव देणु
propose,प्रस्ताव करना,प्रस्ताव करणु
intend,इरादा रखना,इरादा रखणु
plan,योजना बनाना,योजना बणौण
prepare,तैयार करना,तैयार करणु
schedule,शेड्यूल करना,शेड्यूल करणु
organize(event),आयोजन करना,आयोजन करणु
coordinate,समन्वय करना,समन्वय करणु
collaborate,सहयोग करना,सहयोग करणु
participate,भाग लेना,भाग लेणु
contribute,योगदान देना,योगदान देणु
share,साझा करना,साझा करणु
communicate,संचार करना,संचार करणु
express,व्यक्त करना,व्यक्त करणु
inform,सूचित करना,सूचित करणु
report,रिपोर्ट करना,रिपोर्ट करणु
describe,वर्णन करना,वर्णन करणु
explain,समझाना,समझाण
clarify,स्पष्ट करना,स्पष्ट करणु
translate,अनुवाद करना,अनुवाद करणु
interpret,व्याख्या करना,व्याख्या करणु
narrate,कथन करना,कथन करणु
document,दस्तावेज़ बनाना,दस्तावेज़ बणौण
record,रिकॉर्ड करना,रिकॉर्ड करणु
archive,संग्रह करना,संग्रह करणु
distribute,वितरित करना,वितरित करणु
deliver,वितरित करना,वितरित करणु
transport,परिवहन करना,परिवहन करणु
carry,ले जाना,ले जांणु
load,लोड करना,लोड करणु
unload,अनलोड करना,अनलोड करणु
store,संग्रहित करना,संग्रहित करणु
preserve,संरक्षित करना,संरक्षित करणु
maintain,रखरखाव करना,रखरखाव करणु
repair,मरम्मत करना,मरम्मत करणु
replace,बदलना,बदलणु
install,स्थापित करना,स्थापित करणु
remove,हटाना,हटाणु
operate,संचालित करना,संचालित करणु
activate,सक्रिय करना,सक्रिय करणु
deactivate,निष्क्रिय करना,निष्क्रिय करणु
adjust,समायोजित करना,समायोजित करणु
modify,संशोधित करना,संशोधित करणु
alter,बदलना,बदलणु
transform,रूपांतरित करना,रूपांतरित करणु
convert,परिवर्तित करना,परिवर्तित करणु
allocate,आवंटित करना,आवंटित करणु
assign,सौंपना,सौंपणु
delegate,प्रतिनिधि बनाना,प्रतिनिधि बणौणु
authorize,अधिकृत करना,अधिकृत करणु
approve,मंजूर करना,मंजूर करणु
reject,अस्वीकार करना,अस्वीकार करणु
deny,मना करना,मना करणु
grant,अनुदान देना,अनुदान देणु
impose,थोपना,थोपणु
enforce,लागू करना,लागू करणु
execute,निष्पादित करना,निष्पादित करणु
implement,कार्यान्वित करना,कार्यान्वित करणु
apply,लागू करना,लागू करणु
utilize,उपयोग करना,उपयोग करणु
exploit,शोषण करना,शोषण करणु
consume,उपभोग करना,उपभोग करणु
generate,उत्पन्न करना,उत्पन्न करणु
produce,उत्पादन करना,उत्पादन करणु
manufacture,निर्माण करना,निर्माण करणु
assemble,इकट्ठा करना,इकट्ठा करणु
process,प्रक्रिया करना,प्रक्रिया करणु
refine,परिष्कृत करना,परिष्कृत करणु
extract,निकालना,निकालणु
mine,खनन करना,खनन करणु
cultivate,खेती करना,खेती करणु
harvest,कटाई करना,कटाई करणु
distribute,वितरित करना,वितरित करणु
market,विपणन करना,विपणन करणु
advertise,विज्ञापन देना,विज्ञापन देणु
promote,बढ़ावा देना,बढ़ावा देणु
sell,बेचना,बेचणु
purchase,खरीदना,खरीदणु
finance,वित्त करना,वित्त करणु
invest,निवेश करना,निवेश करणु
budget,बजट बनाना,बजट बणौणु
account,लेखा करना,लेखा करणु
audit,लेखा परीक्षा करना,लेखा परीक्षा करणु
calculate,गणना करना,गणना करणु
estimate,अनुमान लगाना,अनुमान लगाणु
forecast,पूर्वानुमान करना,पूर्वानुमान करणु
project,परियोजना करना,परियोजना करणु
monitor,निगरानी करना,निगरानी करणु
supervise,पर्यवेक्षण करना,पर्यवेक्षण करणु
inspect,निरीक्षण करना,निरीक्षण करणु
survey,सर्वेक्षण करना,सर्वेक्षण करणु
measure,मापना,मापणु
calibrate,कैलिब्रेट करना,कैलिब्रेट करणु
quantify,मात्रा निर्धारित करना,मात्रा निर्धारित करणु
analyze,विश्लेषण करना,विश्लेषण करणु
interpret,व्याख्या करना,व्याख्या करणु
diagnose,निदान करना,निदान करणु
cure,इलाज करना,इलाज करणु
heal,ठीक करना,ठीक करणु
treat,इलाज करना,इलाज करणु
prevent,रोकना,रोकणु
protect,रक्षा करना,रक्षा करणु
safeguard,सुरक्षित रखना,सुरक्षित रखणु
rescue,बचाव करना,बचाव करणु
evacuate,खाली करना,खाली करणु
relocate,स्थानांतरित करना,स्थानांतरित करणु
migrate,प्रवास करना,प्रवास करणु
adapt,अनुकूल होना,अनुकूल होणु
evolve,विकसित होना,विकसित होणु
transform,रूपांतरित होना,रूपांतरित होणु
modify,संशोधित करना,संशोधित करणु
alter,बदलना,बदलणु
adjust,समायोजित करना,समायोजित करणु
regulate,विनियमित करना,विनियमित करणु
control,नियंत्रण करना,नियंत्रण करणु
govern,शासन करना,शासन करणु
administer,प्रशासन करना,प्रशासन करणु
legislate,कानून बनाना,कानून बणौणु
adjudicate,न्याय करना,न्याय करणु
mediate,मध्यस्थता करना,मध्यस्थता करणु
arbitrate,पंच निर्णय करना,पंच निर्णय करणु
reconcile,मेल मिलाप करना,मेल मिलाप करणु
negotiate,बातचीत करना,बातचीत करणु
compromise,समझौता करना,समझौता करणु
can go,जा सकता है,जाई सकदु
could come,आ सकता था,आई सकदु थो
may stay,रह सकता है,रही सकदु
might leave,शायद छोड़ दे,शायद छाड़ी दे
will eat,खाएगा,खांलू
would drink,पीता,प्यौंदु थो
shall we meet,क्या हम मिलेंगे,क्या हम मिलला?
should help,मदद करनी चाहिए,मदद करणी चाहिन्दु
must work,काम करना चाहिए,कम करणु चाहिन्दु
ought to read,पढ़ना चाहिए,पढ़णु चाहिन्दु
in the house,घर में,घर मा
on the table,मेज पर,मेज पर
at the school,स्कूल में,स्कूल मा
to the market,बाजार को,बाजार कन
from the village,गाँव से,गाँव बटी
with friends,दोस्तों के साथ,मित्रों दगड़ी
for a reason,एक कारण के लिए,एक कारण कन
about the story,कहानी के बारे में,कथा कन
by the river,नदी के किनारे,नदी किनार
of the city,शहर का,शहर कु
must be,होना चाहिए,होण चाहिन्दु
might have,हो सकता था,होई सकदु थो
should do,करना चाहिए,करणु चाहिन्दु
could see,देख सकता था,देखि सकदु थो
will give,देगा,देला
would take,लेता,लेन्दु थो
can understand,समझ सकता है,बूझी सकदु
may learn,सीख सकता है,सीखी सकदु
ought to know,जानना चाहिए,जाणणु चाहिन्दु
shall we play,क्या हम खेलेंगे,क्या हम खेलला?
must find,ढूँढना चाहिए,ढूंढणु चाहिन्दु
might feel,महसूस हो सकता है,महसूस होई सकदु
should write,लिखना चाहिए,लिखणु चाहिन्दु
could read,पढ़ सकता था,पढ़ि सकदु थो
will speak,बोलेगा,बोलला
would listen,सुनता,सुणदु थो
can travel,यात्रा कर सकता है,यात्रा करी सकदु
may arrive,पहुँच सकता है,पुजी सकदु
ought to depart,प्रस्थान करना चाहिए,जाणणु चाहिन्दु
shall we begin,क्या हम शुरू करेंगे,क्या हम शुरू करला?
must end,समाप्त करना चाहिए,समाप्त करणु चाहिन्दु
might rise,उठ सकता है,उठी सकदु
should fall,गिरना चाहिए,गिरणु चाहिन्दु
could grow,बढ़ सकता था,बढ़ी सकदु थो
will shrink,सिकुड़ जाएगा,सिकुड़ी जाला
would enter,प्रवेश करता,भितर आन्दु थो
can exit,बाहर निकल सकता है,बाहर निकली सकदु
may advance,आगे बढ़ सकता है,अगाड़ी बढ़ी सकदु
ought to retreat,पीछे हटना चाहिए,पीछे हटणु चाहिन्दु
shall we ascend,क्या हम चढ़ेंगे,क्या हम चढ़ला?
must descend,उतरना चाहिए,उतरणु चाहिन्दु
might increase,बढ़ सकता है,बढ़ी सकदु
should decrease,घटाना चाहिए,घटाणु चाहिन्दु
could light,प्रकाशित कर सकता था,उज्याळ करी सकदु थो
will darken,अंधेरा करेगा,अंधेरु करला
would harden,कठोर करता,कठोर करन्दु थो
can soften,नरम कर सकता है,नरम करी सकदु
may widen,चौड़ा हो सकता है,चौड़ु होई सकदु
ought to narrow,संकीर्ण करना चाहिए,संकीर्ण करणु चाहिन्दु
shall we lengthen,क्या हम लंबा करेंगे,क्या हम लम्बू करला?
must shorten,छोटा करना चाहिए,छुटु करणु चाहिन्दु
might deepen,गहरा हो सकता है,गहिरु होई सकदु
should shallow,उथला करना चाहिए,उथला करणु चाहिन्दु
could quicken,तेज कर सकता था,तेज करी सकदु थो
will slow,धीमा करेगा,धीरु करला
would strengthen,मजबूत करता,मजबूत करन्दु थो
can weaken,कमजोर कर सकता है,कमजोर करी सकदु
may expand,विस्तारित हो सकता है,विस्तारित होई सकदु
ought to contract,संविदा करना चाहिए,संविदा करणु चाहिन्दु
shall we include,क्या हम शामिल करेंगे,क्या हम शामिल करला?
must exclude,बहिष्कृत करना चाहिए,बहिष्कृत करणु चाहिन्दु
might connect,जोड़ सकता है,जोड़ी सकदु
should disconnect,अलग करना चाहिए,अलग करणु चाहिन्दु
could tighten,कस सकता था,कसी सकदु थो
will loosen,ढीला करेगा,ढीला करला
would straighten,सीधा करता,सीधु करन्दु थो
can bend,मोड़ सकता है,मोड़ी सकदु
may clean,साफ कर सकता है,साफ करी सकदु
ought to dirty,गंदा करना चाहिए,गंदु करणु चाहिन्दु
shall we wet,क्या हम गीला करेंगे,क्या हम गीला करला?
must dry,सुखाना चाहिए,सुखाणु चाहिन्दु
might cool,ठंडा हो सकता है,ठंडु होई सकदु
should warm,गर्म करना चाहिए,गर्म करणु चाहिन्दु
could freeze,जमा सकता था,जमाई सकदु थो
will melt,पिघल जाएगा,पिघली जाला
would boil,उबालता,उबालन्दु थो
can burn,जला सकता है,जलाई सकदु
may cook,पका सकता है,पकाई सकदु
ought to eat,खाना चाहिए,खांणु चाहिन्दु
shall we drink,क्या हम पिएंगे,क्या हम प्यौला?
must smell,सूंघना चाहिए,सूंघणु चाहिन्दु
might listen,सुन सकता है,सुणी सकदु
should touch,छूना चाहिए,छुण चाहिन्दु
could feel,महसूस कर सकता था,महसूस करी सकदु थो
will taste,स्वाद लेगा,स्वाद लेला
would see,देखता,देखन्दु थो
can hear,सुन सकता है,सुणी सकदु
may think,सोच सकता है,सोची सकदु
ought to know,जानना चाहिए,जाणणु चाहिन्दु
shall we understand,क्या हम समझेंगे,क्या हम बूझला?
must remember,याद रखना चाहिए,याद रखणु चाहिन्दु
might forget,भूल सकता है,भुलि सकदु
should believe,विश्वास करना चाहिए,विश्वास करणु चाहिन्दु
could doubt,संदेह कर सकता था,संदेह करी सकदु थो
will decide,फैसला करेगा,फैसला करला
would choose,चुनता,चुनन्दु थो
can hope,आशा कर सकता है,आशा करी सकदु
may fear,डर सकता है,डरी सकदु
ought to want,चाहना चाहिए,चाहणु चाहिन्दु
